FID_10,maj10,majper10,maj50,majper50,maj100,majper100,majit,majperit,IT_code_ITs,distance,size_km2,group,defit,def10,def50,def100
155.0000000,100.0000000,58.0119000,100.0000000,64.5426000,100.0000000,74.7202000,100.0000000,60.0613000,3597.0000000,121.0000000,233.3200073,155.0000000,39.9387016,41.9880981,35.4574013,25.2798004
157.0000000,100.0000000,96.7452000,100.0000000,97.1851000,100.0000000,94.9901000,100.0000000,99.2227000,4054.0000000,63.0000000,219.4199982,759.0000000,0.7773000,3.2548001,2.8148999,5.0099001
159.0000000,100.0000000,51.3903000,100.0000000,66.3041000,100.0000000,67.3519000,100.0000000,93.6134000,4178.0000000,0.0000000,134.8500061,159.0000000,6.3866000,48.6096992,33.6959000,32.6481018
160.0000000,100.0000000,89.4515000,100.0000000,81.9809000,100.0000000,76.9826000,100.0000000,99.7537000,3937.0000000,25.0000000,1279.1500244,160.0000000,0.2463000,10.5485001,18.0191002,23.0174007
164.0000000,100.0000000,58.0525000,100.0000000,51.6560000,100.0000000,49.9857000,100.0000000,75.6823000,3908.0000000,4.0000000,26412.5703125,685.0000000,24.3176994,41.9474983,48.3440018,50.0143013
165.0000000,100.0000000,78.4279000,100.0000000,65.6058000,100.0000000,57.1468000,100.0000000,99.0963000,3729.0000000,74.0000000,890.1199951,691.0000000,0.9037000,21.5720997,34.3941994,42.8531990
166.0000000,100.0000000,83.9416000,100.0000000,84.9205000,100.0000000,87.7204000,100.0000000,94.3376000,4895.0000000,3.0000000,1798.9499512,166.0000000,5.6623998,16.0583992,15.0795002,12.2796001
167.0000000,100.0000000,73.8903000,100.0000000,65.1543000,100.0000000,68.0600000,100.0000000,95.3596000,3746.0000000,0.0000000,93.7300034,652.0000000,4.6403999,26.1096992,34.8456993,31.9400005
170.0000000,100.0000000,63.4133000,100.0000000,75.7590000,100.0000000,74.0167000,100.0000000,83.7372000,3875.0000000,18.0000000,411.8999939,652.0000000,16.2628002,36.5867004,24.2409992,25.9832993
171.0000000,100.0000000,66.5125000,75.0000000,50.3553000,100.0000000,49.4078000,100.0000000,98.3586000,3725.0000000,4.0000000,897.3800049,171.0000000,1.6414000,33.4874992,50.3553009,50.5922012
174.0000000,100.0000000,90.1606000,100.0000000,91.3457000,100.0000000,91.5339000,100.0000000,95.1873000,3655.0000000,34.0000000,15311.2695313,692.0000000,4.8126998,9.8394003,8.6542997,8.4660997
176.0000000,75.0000000,76.1113000,75.0000000,41.1270000,100.0000000,38.9629000,100.0000000,97.0775000,3690.0000000,2.0000000,478.4299927,176.0000000,2.9224999,76.1112976,41.1269989,61.0371017
177.0000000,100.0000000,69.5456000,100.0000000,75.7939000,100.0000000,77.7699000,100.0000000,65.4469000,4465.0000000,79.0000000,409.3399963,684.0000000,34.5531006,30.4543991,24.2061005,22.2301006
180.0000000,100.0000000,76.0995000,100.0000000,63.2243000,100.0000000,69.8424000,100.0000000,95.8240000,3899.0000000,49.0000000,1203.8900146,180.0000000,4.1760001,23.9004993,36.7756996,30.1576004
182.0000000,100.0000000,55.4384000,100.0000000,46.5778000,0.0000000,48.3082000,100.0000000,87.6964000,3847.0000000,29.0000000,1162.0500488,651.0000000,12.3036003,44.5615997,53.4221992,51.6917992
184.0000000,100.0000000,62.3566000,100.0000000,76.1030000,100.0000000,79.9332000,100.0000000,88.6480000,3593.0000000,15.0000000,7364.2797852,686.0000000,11.3520002,37.6433983,23.8969994,20.0667992
185.0000000,100.0000000,72.0548000,100.0000000,76.7918000,100.0000000,74.3001000,100.0000000,94.9491000,3722.0000000,35.0000000,3309.1699219,185.0000000,5.0509000,27.9452000,23.2082005,25.6998997
186.0000000,100.0000000,70.9807000,100.0000000,72.2677000,100.0000000,68.7188000,100.0000000,84.4795000,4467.0000000,56.0000000,82.0000000,186.0000000,15.5205002,29.0193005,27.7322998,31.2812004
188.0000000,100.0000000,94.4103000,100.0000000,80.7412000,100.0000000,81.5870000,100.0000000,96.2093000,3810.0000000,0.0000000,6763.5297852,692.0000000,3.7907000,5.5897002,19.2588005,18.4130001
193.0000000,100.0000000,94.1121000,100.0000000,96.2660000,100.0000000,73.9786000,100.0000000,99.5393000,3728.0000000,85.0000000,1292.4899902,691.0000000,0.4607000,5.8878999,3.7340000,26.0214005
196.0000000,100.0000000,82.1773000,100.0000000,86.1483000,100.0000000,90.4182000,100.0000000,96.1359000,3718.0000000,121.0000000,6025.8901367,692.0000000,3.8641000,17.8227005,13.8516998,9.5818005
199.0000000,100.0000000,66.3854000,100.0000000,69.4310000,75.0000000,50.1789000,100.0000000,78.9029000,3608.0000000,63.0000000,1167.8199463,690.0000000,21.0970993,33.6146011,30.5690002,50.1789017
201.0000000,100.0000000,93.3682000,100.0000000,86.1046000,100.0000000,86.6874000,100.0000000,97.6548000,3980.0000000,1.0000000,1241.0300293,650.0000000,2.3452001,6.6318002,13.8954000,13.3126001
202.0000000,100.0000000,71.9545000,100.0000000,64.0119000,100.0000000,61.0580000,100.0000000,82.1954000,4103.0000000,102.0000000,1502.0300293,685.0000000,17.8045998,28.0454998,35.9880981,38.9420013
203.0000000,100.0000000,76.7655000,100.0000000,73.7659000,100.0000000,78.5116000,100.0000000,96.2669000,3617.0000000,28.0000000,15411.6503906,685.0000000,3.7330999,23.2345009,26.2341003,21.4883995
204.0000000,100.0000000,80.3188000,100.0000000,78.3350000,100.0000000,81.5049000,100.0000000,92.7602000,3879.0000000,45.0000000,552.5000000,664.0000000,7.2398000,19.6812000,21.6650009,18.4951000
205.0000000,100.0000000,88.5981000,100.0000000,81.2521000,100.0000000,74.2466000,100.0000000,85.3907000,5202.0000000,0.0000000,1428.1800537,696.0000000,14.6092997,11.4019003,18.7479000,25.7534008
206.0000000,100.0000000,42.5087000,100.0000000,47.3306000,100.0000000,42.0540000,100.0000000,70.2145000,3700.0000000,0.0000000,1925.9799805,768.0000000,29.7854996,57.4912987,52.6693993,57.9459991
207.0000000,100.0000000,96.4734000,100.0000000,87.9017000,100.0000000,73.7295000,100.0000000,97.3996000,3814.0000000,0.0000000,473.8999939,683.0000000,2.6004000,3.5265999,12.0983000,26.2705002
208.0000000,100.0000000,60.6850000,100.0000000,73.6430000,100.0000000,70.0901000,100.0000000,96.6769000,4176.0000000,0.0000000,252.4100037,208.0000000,3.3231001,39.3149986,26.3570004,29.9099007
209.0000000,100.0000000,51.3116000,100.0000000,77.1722000,100.0000000,82.9428000,100.0000000,77.9866000,3962.0000000,0.0000000,1187.3100586,209.0000000,22.0133991,48.6884003,22.8278008,17.0571995
211.0000000,100.0000000,71.3997000,100.0000000,79.1767000,100.0000000,75.1134000,100.0000000,95.6314000,3852.0000000,53.0000000,2300.3000488,681.0000000,4.3685999,28.6002998,20.8232994,24.8866005
212.0000000,100.0000000,51.6185000,100.0000000,64.0265000,100.0000000,64.6684000,100.0000000,53.3192000,4161.0000000,10.0000000,134.0599976,212.0000000,46.6808014,48.3815002,35.9734993,35.3316002
213.0000000,100.0000000,90.4924000,100.0000000,91.0896000,100.0000000,63.0436000,100.0000000,95.6142000,4980.0000000,75.0000000,429.2300110,213.0000000,4.3857999,9.5075998,8.9104004,36.9564018
214.0000000,100.0000000,85.4258000,100.0000000,78.3566000,100.0000000,79.2331000,100.0000000,93.1739000,4062.0000000,33.0000000,2513.0000000,683.0000000,6.8260999,14.5741997,21.6434002,20.7668991
215.0000000,100.0000000,61.6975000,100.0000000,64.4652000,100.0000000,55.3012000,100.0000000,64.7125000,4153.0000000,43.0000000,186.9499969,215.0000000,35.2874985,38.3025017,35.5348015,44.6987991
216.0000000,100.0000000,66.3058000,100.0000000,50.4239000,0.0000000,54.4391000,100.0000000,99.3518000,3717.0000000,92.0000000,2323.2199707,691.0000000,0.6482000,33.6941986,49.5760994,45.5609016
217.0000000,100.0000000,96.9541000,100.0000000,85.1123000,100.0000000,82.6914000,100.0000000,98.4609000,3738.0000000,38.0000000,449.1199951,691.0000000,1.5391001,3.0459001,14.8877001,17.3085995
218.0000000,100.0000000,58.1721000,100.0000000,58.0872000,100.0000000,58.3040000,100.0000000,75.2324000,4099.0000000,0.0000000,7851.3598633,658.0000000,24.7675991,41.8278999,41.9127998,41.6959991
222.0000000,100.0000000,73.4121000,100.0000000,81.3102000,100.0000000,75.9783000,100.0000000,86.1879000,3831.0000000,2.0000000,246.1999969,222.0000000,13.8121004,26.5879002,18.6898003,24.0216999
223.0000000,100.0000000,76.9615000,100.0000000,72.2730000,100.0000000,79.4944000,100.0000000,84.7659000,3694.0000000,49.0000000,2154.8601074,684.0000000,15.2341003,23.0384998,27.7269993,20.5056000
224.0000000,100.0000000,74.6081000,100.0000000,77.4151000,100.0000000,75.7035000,100.0000000,84.2683000,3648.0000000,92.0000000,11528.2597656,224.0000000,15.7316999,25.3918991,22.5848999,24.2964993
225.0000000,100.0000000,93.8176000,100.0000000,68.3859000,100.0000000,55.4125000,100.0000000,99.9790000,3915.0000000,93.0000000,1425.0899658,691.0000000,0.0210000,6.1824002,31.6140995,44.5875015
226.0000000,100.0000000,72.0524000,100.0000000,64.3650000,100.0000000,61.2164000,100.0000000,96.2175000,3609.0000000,0.0000000,16545.6503906,696.0000000,3.7825000,27.9475994,35.6349983,38.7835999
227.0000000,75.0000000,49.2546000,100.0000000,62.4972000,100.0000000,69.5664000,100.0000000,90.2791000,3621.0000000,0.0000000,263.0299988,227.0000000,9.7208996,49.2546005,37.5028000,30.4335995
233.0000000,100.0000000,53.3151000,100.0000000,56.2866000,100.0000000,56.5320000,100.0000000,86.7104000,3731.0000000,0.0000000,32850.3984375,685.0000000,13.2896004,46.6848984,43.7134018,43.4679985
234.0000000,100.0000000,98.4079000,100.0000000,95.9527000,100.0000000,88.4947000,100.0000000,98.6686000,3901.0000000,0.0000000,6044.4301758,234.0000000,1.3314000,1.5921000,4.0472999,11.5052996
235.0000000,100.0000000,96.7709000,100.0000000,96.6435000,100.0000000,92.5722000,100.0000000,96.1789000,3927.0000000,62.0000000,6682.2900391,235.0000000,3.8211000,3.2291000,3.3564999,7.4278002
238.0000000,100.0000000,99.0212000,100.0000000,98.2821000,100.0000000,96.1011000,100.0000000,98.5581000,3849.0000000,2.0000000,11994.2304688,697.0000000,1.4419000,0.9788000,1.7179000,3.8989000
240.0000000,100.0000000,51.4865000,75.0000000,54.3363000,75.0000000,56.1825000,100.0000000,98.6358000,3645.0000000,25.0000000,1706.6099854,690.0000000,1.3642000,48.5135002,54.3362999,56.1824989
241.0000000,75.0000000,56.2248000,100.0000000,58.0605000,100.0000000,58.6269000,100.0000000,92.4629000,3587.0000000,0.0000000,424.0499878,241.0000000,7.5370998,56.2248001,41.9394989,41.3731003
243.0000000,75.0000000,56.2675000,75.0000000,61.1627000,75.0000000,55.4137000,100.0000000,94.7888000,3575.0000000,17.0000000,5302.8100586,690.0000000,5.2112002,56.2675018,61.1627007,55.4137001
244.0000000,100.0000000,45.8644000,100.0000000,47.2575000,100.0000000,53.1049000,100.0000000,91.2912000,3839.0000000,26.0000000,811.3099976,244.0000000,8.7088003,54.1356010,52.7425003,46.8950996
246.0000000,100.0000000,80.6820000,100.0000000,73.8553000,100.0000000,72.4012000,100.0000000,92.3429000,4073.0000000,0.0000000,4982.2299805,685.0000000,7.6571002,19.3180008,26.1446991,27.5988007
247.0000000,100.0000000,90.5928000,100.0000000,88.2635000,100.0000000,89.5172000,100.0000000,97.5184000,3935.0000000,5.0000000,407.2900085,247.0000000,2.4816000,9.4071999,11.7364998,10.4827995
248.0000000,100.0000000,98.3188000,100.0000000,90.9962000,100.0000000,68.8613000,100.0000000,99.2182000,3740.0000000,69.0000000,818.9699707,691.0000000,0.7818000,1.6812000,9.0038004,31.1387005
251.0000000,100.0000000,84.1262000,100.0000000,89.9651000,100.0000000,89.7782000,100.0000000,92.6231000,3770.0000000,6.0000000,23893.9609375,695.0000000,7.3769002,15.8738003,10.0348997,10.2217999
254.0000000,100.0000000,48.3692000,75.0000000,40.0414000,75.0000000,37.3985000,100.0000000,91.9738000,3842.0000000,16.0000000,2363.2199707,680.0000000,8.0262003,51.6307983,40.0414009,37.3984985
256.0000000,75.0000000,50.9183000,75.0000000,42.4484000,75.0000000,38.2156000,100.0000000,95.5920000,3765.0000000,66.0000000,1076.6300049,256.0000000,4.4080000,50.9183006,42.4483986,38.2155991
257.0000000,100.0000000,89.4928000,100.0000000,74.4310000,100.0000000,53.4020000,100.0000000,93.2164000,3780.0000000,29.0000000,324.4400024,257.0000000,6.7835999,10.5072002,25.5690002,46.5979996
259.0000000,100.0000000,77.6947000,100.0000000,73.5904000,100.0000000,67.7868000,100.0000000,93.3771000,3952.0000000,0.0000000,49285.8398438,685.0000000,6.6229000,22.3052998,26.4095993,32.2131996
260.0000000,100.0000000,85.3832000,100.0000000,77.1768000,100.0000000,72.3420000,100.0000000,87.0818000,3902.0000000,0.0000000,25904.1601563,694.0000000,12.9181995,14.6168003,22.8232002,27.6580009
262.0000000,100.0000000,78.2231000,100.0000000,76.4804000,100.0000000,80.5174000,100.0000000,89.1389000,4109.0000000,19.0000000,105.5599976,643.0000000,10.8611002,21.7768993,23.5195999,19.4825993
263.0000000,100.0000000,61.7638000,100.0000000,75.7457000,100.0000000,75.1212000,100.0000000,90.2409000,4083.0000000,9.0000000,3161.9199219,263.0000000,9.7591000,38.2361984,24.2542992,24.8787994
265.0000000,100.0000000,84.2330000,100.0000000,83.7445000,100.0000000,81.9886000,100.0000000,91.0621000,5001.0000000,85.0000000,9814.7802734,695.0000000,8.9378996,15.7670002,16.2555008,18.0114002
266.0000000,100.0000000,82.1610000,100.0000000,68.7928000,100.0000000,63.6620000,100.0000000,91.2870000,4056.0000000,156.0000000,3608.8601074,266.0000000,8.7130003,17.8390007,31.2071991,36.3380013
270.0000000,100.0000000,75.7590000,100.0000000,88.4407000,100.0000000,91.4410000,100.0000000,83.3091000,3854.0000000,0.0000000,1245.0300293,695.0000000,16.6909008,24.2409992,11.5593004,8.5590000
272.0000000,100.0000000,59.5713000,100.0000000,59.7748000,100.0000000,59.1857000,100.0000000,83.5235000,3885.0000000,0.0000000,30693.2207031,697.0000000,16.4764996,40.4286995,40.2252007,40.8143005
273.0000000,100.0000000,87.7470000,100.0000000,82.1091000,100.0000000,82.3652000,100.0000000,98.1133000,4144.0000000,0.0000000,4096.5200195,273.0000000,1.8867000,12.2530003,17.8908997,17.6348000
276.0000000,100.0000000,76.7293000,100.0000000,66.3475000,100.0000000,65.5596000,100.0000000,75.7732000,3641.0000000,54.0000000,6344.6201172,685.0000000,24.2268009,23.2707005,33.6525002,34.4403992
277.0000000,100.0000000,92.0880000,100.0000000,93.5252000,100.0000000,87.7007000,100.0000000,93.6406000,3654.0000000,89.0000000,1660.7299805,752.0000000,6.3593998,7.9120002,6.4748001,12.2993002
279.0000000,100.0000000,50.5856000,100.0000000,50.8561000,100.0000000,48.8768000,100.0000000,96.5441000,3688.0000000,24.0000000,1960.3299561,279.0000000,3.4559000,49.4143982,49.1439018,51.1231995
282.0000000,100.0000000,68.5403000,100.0000000,78.9573000,100.0000000,89.3171000,100.0000000,95.3556000,3685.0000000,4.0000000,121.6800003,282.0000000,4.6444001,31.4596996,21.0426998,10.6829004
283.0000000,75.0000000,50.1441000,75.0000000,53.7057000,75.0000000,48.5049000,100.0000000,91.9780000,3891.0000000,0.0000000,18686.5703125,693.0000000,8.0220003,50.1441002,53.7056999,48.5049019
288.0000000,100.0000000,99.6475000,100.0000000,96.2019000,100.0000000,91.0250000,100.0000000,99.2884000,3846.0000000,19.0000000,1871.5799561,759.0000000,0.7116000,0.3525000,3.7981000,8.9750004
290.0000000,100.0000000,67.1648000,100.0000000,55.3416000,100.0000000,55.9553000,100.0000000,74.5556000,4004.0000000,178.0000000,935.1400146,658.0000000,25.4444008,32.8352013,44.6584015,44.0447006
291.0000000,100.0000000,93.5631000,100.0000000,91.8576000,100.0000000,85.1999000,100.0000000,95.3840000,3951.0000000,0.0000000,39720.4804688,694.0000000,4.6160002,6.4369001,8.1423998,14.8001003
292.0000000,100.0000000,69.3014000,100.0000000,80.5859000,100.0000000,89.3648000,100.0000000,95.9840000,3726.0000000,0.0000000,235.8500061,292.0000000,4.0159998,30.6986008,19.4141006,10.6351995
295.0000000,100.0000000,84.8956000,100.0000000,82.9453000,100.0000000,80.2764000,100.0000000,88.8314000,3984.0000000,147.0000000,10542.2597656,695.0000000,11.1686001,15.1043997,17.0547009,19.7236004
296.0000000,100.0000000,64.8939000,100.0000000,56.0455000,100.0000000,55.4174000,100.0000000,97.2001000,3900.0000000,10.0000000,4059.5200195,768.0000000,2.7999001,35.1060982,43.9544983,44.5825996
297.0000000,100.0000000,77.4555000,100.0000000,89.0783000,100.0000000,76.9422000,100.0000000,97.0112000,3601.0000000,55.0000000,9404.1904297,696.0000000,2.9888000,22.5445004,10.9216995,23.0578003
298.0000000,100.0000000,87.3587000,100.0000000,83.1427000,100.0000000,86.9659000,100.0000000,98.5834000,3636.0000000,0.0000000,330.9500122,298.0000000,1.4166000,12.6413002,16.8572998,13.0340996
299.0000000,100.0000000,73.0986000,100.0000000,73.3146000,100.0000000,76.2986000,100.0000000,67.3601000,3976.0000000,77.0000000,423.9599915,299.0000000,32.6399002,26.9013996,26.6854000,23.7014008
301.0000000,100.0000000,78.1976000,100.0000000,83.6619000,100.0000000,88.2034000,100.0000000,93.4289000,3739.0000000,32.0000000,7300.6201172,301.0000000,6.5711002,21.8024006,16.3381004,11.7966003
303.0000000,100.0000000,84.2988000,100.0000000,83.6709000,100.0000000,74.3028000,100.0000000,99.0625000,3703.0000000,18.0000000,255.9499969,303.0000000,0.9375000,15.7011995,16.3290997,25.6972008
304.0000000,100.0000000,88.6934000,100.0000000,78.5114000,100.0000000,81.6929000,100.0000000,92.8890000,4089.0000000,19.0000000,62.7599983,643.0000000,7.1110001,11.3065996,21.4885998,18.3071003
307.0000000,100.0000000,55.4281000,100.0000000,73.6414000,100.0000000,64.5575000,100.0000000,84.3458000,3960.0000000,49.0000000,2449.9899902,678.0000000,15.6541996,44.5718994,26.3586006,35.4425011
308.0000000,100.0000000,80.2835000,100.0000000,79.4739000,100.0000000,81.0173000,100.0000000,95.3870000,3635.0000000,4.0000000,583.7100220,308.0000000,4.6129999,19.7164993,20.5261002,18.9827003
310.0000000,75.0000000,52.8643000,100.0000000,42.3720000,100.0000000,43.8316000,100.0000000,94.0233000,3882.0000000,0.0000000,216.2799988,310.0000000,5.9766998,52.8642998,57.6279984,56.1683998
313.0000000,100.0000000,71.1632000,100.0000000,49.2110000,0.0000000,56.9308000,100.0000000,98.7138000,3752.0000000,39.0000000,3118.1799316,758.0000000,1.2862000,28.8367996,50.7890015,43.0691986
314.0000000,100.0000000,59.8347000,100.0000000,59.9617000,100.0000000,51.0738000,100.0000000,99.5626000,3807.0000000,58.0000000,309.9100037,691.0000000,0.4374000,40.1652985,40.0382996,48.9262009
316.0000000,100.0000000,76.5815000,100.0000000,80.9754000,100.0000000,86.4553000,100.0000000,92.9844000,5398.0000000,0.0000000,1470.6999512,316.0000000,7.0156002,23.4185009,19.0245991,13.5446997
317.0000000,100.0000000,73.2026000,100.0000000,72.4812000,100.0000000,66.0449000,100.0000000,83.2547000,3890.0000000,43.0000000,5513.4902344,678.0000000,16.7453003,26.7973995,27.5188007,33.9551010
318.0000000,100.0000000,43.9396000,100.0000000,56.2687000,100.0000000,56.4268000,100.0000000,53.0081000,4304.0000000,26.0000000,3548.9699707,685.0000000,46.9919014,56.0603981,43.7313004,43.5732002